-0.1577,0.0722,0.0712,17.4271,0.4036,76.0677,1.1193,3.4896
-0.1510,0.0864,0.0620,16.9028,0.4005,73.1389,1.2340,3.1979
-0.1508,0.0821,0.0613,16.8854,0.4000,73.4253,1.2441,3.2240
-0.1516,0.0754,0.0646,17.4965,0.3993,74.0000,1.1735,3.5139
-0.1863,0.0945,0.0800,18.8142,0.3969,81.1215,0.6111,5.7135
-0.1546,0.0698,0.0619,19.8455,0.3999,81.7222,0.7822,5.0156
-0.1441,0.0776,0.0544,19.0799,0.3939,80.2396,0.7475,4.0330
-0.1549,0.0848,0.0655,21.3351,0.4018,83.6354,0.6752,5.2118
-0.1835,0.1188,0.1159,40.0816,0.4569,100.4358,0.2652,8.5295
-0.1977,0.0966,0.0975,28.9028,0.3547,98.3177,0.2091,8.8524
-0.1827,0.0804,0.0966,26.2778,0.4171,99.1788,0.2310,8.9965
-0.1977,0.1000,0.1156,26.3646,0.4150,97.0174,0.2006,8.9514
-0.1514,0.0787,0.0641,17.3316,0.4066,73.0747,1.1572,3.4497
-0.1552,0.0871,0.0671,17.0087,0.4038,73.7951,1.2329,3.2951
-0.1525,0.0809,0.0619,17.0642,0.4010,73.2344,1.2569,3.1806
-0.1505,0.0844,0.0639,16.8524,0.4066,73.4167,1.2055,3.3594
-0.1914,0.0949,0.0889,22.0139,0.4126,83.5660,0.6318,5.9705
-0.1487,0.0739,0.0638,21.4601,0.4095,82.9514,0.7151,4.5069
-0.1539,0.0796,0.0623,19.2188,0.4038,80.9774,0.7294,4.4549
-0.1502,0.0853,0.0830,20.2378,0.4069,77.5938,0.7609,4.7378
-0.2378,0.1269,0.1578,21.5608,0.4462,101.7917,0.1896,9.2205
-0.2105,0.1138,0.1234,31.0764,0.3946,99.0313,0.2116,9.6233
-0.1895,0.0919,0.0924,27.4479,0.3727,96.5851,0.2135,8.5781
-0.2201,0.1076,0.1141,30.1198,0.3829,96.8021,0.2336,9.6545
-0.1542,0.0656,0.0663,18.6215,0.4106,76.7865,1.0772,3.9931
-0.1526,0.0831,0.0644,16.9184,0.4009,73.6927,1.2375,3.3125
-0.1535,0.0818,0.0610,16.9896,0.4016,73.2031,1.2560,3.0712
-0.1523,0.0827,0.0663,17.0868,0.4039,74.0174,1.1864,3.3073
-0.1836,0.0816,0.1110,21.0260,0.4365,86.5677,0.5556,7.1736
-0.1565,0.0630,0.0641,20.0000,0.4053,82.0000,0.7010,4.8941
-0.1541,0.0725,0.0649,19.1597,0.3976,79.6823,0.7569,3.9097
-0.1650,0.0858,0.0728,21.0712,0.3967,84.2049,0.6455,5.7326
-0.2077,0.1074,0.1627,27.6024,0.5550,100.8108,0.2199,11.0660
-0.2093,0.0857,0.0854,31.9531,0.3892,99.0486,0.1592,9.1406
-0.1965,0.0776,0.0828,31.5694,0.3841,97.8368,0.2196,8.6753
-0.1791,0.0989,0.1215,25.7656,0.4231,99.4167,0.2497,9.3559
-0.1520,0.0871,0.0630,17.7622,0.4009,73.5556,1.2016,3.7622
-0.1528,0.0794,0.0635,16.8819,0.4007,74.2274,1.2215,3.0608
-0.1524,0.0794,0.0615,16.8906,0.4009,73.5104,1.2476,3.0608
-0.1520,0.0853,0.0626,17.4358,0.3987,73.4705,1.2078,3.1285
-0.1659,0.0848,0.0815,20.4271,0.4080,82.7986,0.6298,6.1476
-0.1694,0.0777,0.0888,20.0330,0.4108,83.7882,0.7087,5.5799
-0.1486,0.0763,0.0658,19.5781,0.4013,81.4583,0.7198,4.6215
-0.1766,0.0801,0.0849,21.2309,0.4019,81.5156,0.7187,5.3021
-0.3203,0.2734,0.0990,7.8403,0.2587,52.4601,0.0669,4.3767
-0.2091,0.0989,0.1392,33.1476,0.3807,88.4219,0.2465,8.8212
-0.1723,0.0850,0.0855,28.1024,0.3964,97.8681,0.2254,8.5938
-0.2442,0.1074,0.1116,28.8368,0.4116,100.1927,0.2206,9.8507
-0.1523,0.0827,0.0684,17.5781,0.4019,73.8142,1.1642,3.7760
-0.1550,0.0840,0.0623,17.0243,0.4027,73.6771,1.2377,3.2500
-0.1520,0.0813,0.0604,16.9896,0.4001,73.0816,1.2622,3.0764
-0.1602,0.0885,0.0717,17.3212,0.4079,74.7431,1.1942,3.4444
-0.1521,0.0749,0.0781,20.5122,0.3782,77.1146,0.7389,4.5816
-0.1564,0.0722,0.0734,21.1944,0.3991,83.7986,0.6749,5.0712
-0.1570,0.0768,0.0681,19.5087,0.3878,81.0069,0.6940,4.5573
-0.1599,0.0737,0.0799,19.5191,0.4121,82.5608,0.6679,6.1372
-0.2252,0.1209,0.1047,29.5208,0.3498,97.3177,0.2028,8.8333
-0.2023,0.1034,0.1123,26.7882,0.4473,98.8385,0.1994,9.9444
-0.1830,0.1051,0.0884,24.8108,0.4024,96.6927,0.2181,8.3212
-0.1935,0.0890,0.1227,33.8021,0.4298,100.0451,0.2489,8.9913
-0.1537,0.0792,0.0701,17.0503,0.3951,75.2274,1.1111,4.4306
-0.1523,0.0834,0.0663,16.8368,0.4009,73.7396,1.2228,3.1944
-0.1499,0.0816,0.0589,16.9149,0.3984,73.0052,1.2510,3.0174
-0.1546,0.0820,0.0648,17.5781,0.4018,74.0017,1.1934,3.3941
-0.1806,0.0949,0.0843,21.4427,0.3976,82.5156,0.6824,6.2135
-0.1542,0.0732,0.0641,20.1892,0.3999,77.9948,0.8241,4.4635
-0.1492,0.0666,0.0614,18.7378,0.3943,80.2656,0.7311,4.2743
-0.1530,0.0670,0.0653,20.8142,0.4019,83.5608,0.6760,5.3021
-0.2535,0.1020,0.1427,24.5868,0.3912,86.5625,0.3244,7.4045
-0.2026,0.0940,0.1010,30.4931,0.3329,104.1198,0.1556,10.7049
-0.1686,0.0790,0.0765,27.0122,0.3990,97.0156,0.2190,7.1007
-0.2052,0.1035,0.0995,26.7795,0.4176,97.4097,0.2259,9.2500
-0.1521,0.0828,0.0605,17.3229,0.3963,72.7847,1.1404,3.1615
-0.1524,0.0810,0.0635,16.9028,0.4031,73.8802,1.2340,3.2083
-0.1524,0.0839,0.0623,16.9028,0.4004,73.1632,1.2535,2.9410
-0.1454,0.0809,0.0587,17.0156,0.4000,73.4826,1.1875,3.3125
-0.1949,0.0829,0.0990,22.0365,0.4083,86.9080,0.6700,5.8351
-0.1552,0.0811,0.0837,20.4948,0.4150,84.3715,0.6575,5.5382
-0.1478,0.0734,0.0603,19.4201,0.3963,79.3733,0.7568,4.1736
-0.1594,0.0620,0.0847,21.6424,0.4167,85.8837,0.6748,5.7309
-0.1836,0.1233,0.1229,31.3819,0.4821,95.1649,0.2439,9.0469
-0.1739,0.0787,0.1009,24.8368,0.3854,100.7292,0.2318,8.7483
-0.1783,0.0749,0.0891,28.0521,0.4004,96.7240,0.2370,8.6302
-0.1820,0.0994,0.1028,26.1753,0.4373,97.1875,0.2117,8.2969
-0.2509,0.0714,0.0805,10.9641,0.5122,61.2352,4.3704,3.1437
-0.2477,0.0693,0.0889,9.9718,0.5305,62.9692,4.3570,3.2361
-0.2443,0.0657,0.0891,10.1831,0.5322,63.6116,4.3434,3.0539
-0.2459,0.0696,0.0868,10.1155,0.5247,62.6099,4.4969,3.1651
-0.2392,0.0867,0.0810,14.8691,0.4689,61.1557,2.3813,4.2438
-0.2368,0.0811,0.0793,13.3627,0.4997,60.4337,2.9594,2.9016
-0.2301,0.0704,0.0629,13.4936,0.4811,61.5056,2.7792,2.8580
-0.2362,0.0773,0.0688,14.2926,0.4876,61.5038,2.4776,3.3995
-0.2568,0.1530,0.1070,24.6655,0.4304,66.9914,0.8740,7.2943
-0.2111,0.1135,0.0949,38.6869,0.4731,77.3593,0.7564,7.2156
-0.2137,0.1178,0.0884,30.2960,0.4335,74.3088,0.5642,5.3122
-0.2630,0.1252,0.0972,37.6861,0.4321,73.5030,0.7215,6.3037
-0.2535,0.0739,0.0907,10.0907,0.5238,62.9478,4.2582,3.5201
-0.2489,0.0687,0.0858,9.9418,0.5231,62.9230,4.6437,3.0513
-0.2472,0.0668,0.0856,9.8794,0.5253,62.8366,4.6358,3.0513
-0.2468,0.0686,0.0832,10.0436,0.5226,62.3045,4.5317,2.9718
-0.2313,0.0983,0.1022,31.3969,0.4198,65.5192,2.3130,4.4132
-0.2276,0.0790,0.0799,13.6484,0.4949,61.1386,3.0400,2.8597
-0.2285,0.0641,0.0886,13.5415,0.5409,62.9050,2.4575,3.1882
-0.2377,0.0751,0.0804,13.5466,0.4903,60.0701,2.6468,3.2352
-0.2568,0.1451,0.1975,42.5056,0.5816,75.6048,0.6843,7.8443
-0.3199,0.2474,-0.0834,38.8135,0.2414,77.0359,0.1848,9.1916
-0.2254,0.1199,0.0794,22.1523,0.4406,73.7665,0.7804,6.8657
-0.2179,0.1058,0.1078,32.8024,0.4496,71.6672,0.9210,5.8623
-0.2503,0.0727,0.0847,10.9837,0.5151,62.1352,4.4912,3.2404
-0.2463,0.0683,0.0835,9.9538,0.5239,62.8734,4.6295,3.0770
-0.2371,0.0628,0.0901,10.6544,0.5365,64.2643,3.9909,3.0402
-0.2465,0.0682,0.0841,10.1950,0.5236,62.9504,4.4004,3.0975
-0.2390,0.0826,0.1062,15.0753,0.4939,61.4619,2.3846,4.1677
-0.2386,0.0837,0.0872,13.3071,0.5007,60.8683,3.3087,3.2395
-0.2345,0.0707,0.0700,11.9530,0.5062,61.6450,2.7331,2.7810
-0.2370,0.0827,0.0839,14.4251,0.4865,61.6108,2.5438,3.8837
-0.2703,0.1455,0.1670,61.5834,0.5178,77.7382,0.6215,6.9376
-0.2071,0.0884,0.1139,55.0282,0.4727,76.1240,0.6818,4.9350
-0.2215,0.1138,0.0561,25.8144,0.3853,69.3533,0.6656,5.3764
-0.2634,0.1034,0.0280,20.8358,0.3695,59.0094,0.8139,5.0710
-0.2420,0.0712,0.0797,10.2524,0.5097,62.9033,4.1215,3.2096
-0.2460,0.0686,0.0875,9.9204,0.5254,62.9615,4.6065,3.0693
-0.2472,0.0678,0.0835,9.8263,0.5222,62.8135,4.6517,3.0565
-0.2479,0.0680,0.0870,10.1506,0.5220,62.7981,4.4399,3.1805
-0.2270,0.0962,0.1000,15.6493,0.5027,61.2506,2.3682,4.7203
-0.2344,0.0781,0.0871,13.6056,0.5247,60.3456,2.9369,3.4320
-0.2298,0.0799,0.0597,14.3482,0.4524,62.0710,2.8879,3.2139
-0.2317,0.0806,0.0835,14.3165,0.5003,60.5073,2.8082,3.6364
-0.2333,0.1499,0.0790,27.5928,0.3906,61.9435,1.0606,5.1600
-0.2438,0.1038,0.0643,43.5706,0.4436,71.6903,0.7799,6.2763
-0.2194,0.1169,0.1204,23.9418,0.4495,75.9341,0.7998,6.6946
-0.2571,0.1436,0.0819,20.2190,0.4017,73.2575,0.6812,6.8580
-0.2473,0.0761,0.0905,10.8289,0.5090,63.1198,4.0867,3.6116
-0.2467,0.0688,0.0865,9.9461,0.5238,62.9222,4.6365,3.1001
-0.2470,0.0677,0.0832,9.8691,0.5210,62.6980,4.6689,2.9906
-0.2429,0.0671,0.0810,10.1146,0.5188,62.7194,4.4884,2.7502
-0.2468,0.1003,0.1221,14.2814,0.5030,62.0154,2.1219,5.0128
-0.2430,0.0741,0.0877,13.7143,0.5294,59.8477,3.0447,3.1702
-0.2343,0.0754,0.0627,13.3747,0.4669,61.2421,2.9179,3.1035
-0.2404,0.0820,0.0771,13.3601,0.4721,61.7682,2.5680,3.8238
-0.2687,0.1669,0.0858,21.6758,0.3203,61.1660,0.7776,6.6270
-0.2268,0.1017,0.1141,49.6339,0.4698,78.4867,0.7070,6.6228
-0.2309,0.1132,0.0619,27.8589,0.3541,71.5175,0.5412,5.4149
-0.2237,0.1021,0.1210,20.3824,0.4765,74.7211,0.6404,5.8640
-0.2535,0.0737,0.0895,9.9427,0.5270,62.0188,4.4161,3.3054
-0.2484,0.0667,0.0866,10.0145,0.5294,63.1728,4.5185,3.2421
-0.2475,0.0678,0.0815,9.8691,0.5212,62.6843,4.6651,2.9855
-0.2476,0.0679,0.0801,9.8563,0.5264,62.8263,4.3645,3.2293
-0.2614,0.0991,0.0939,18.2703,0.4537,62.9247,2.3508,4.4816
-0.2440,0.0669,0.0911,12.7502,0.5356,61.0547,2.7381,3.2789
-0.2283,0.0639,0.0809,13.0419,0.5305,61.9033,2.5887,2.9718
-0.2315,0.0729,0.0786,14.0513,0.4961,59.8033,2.5075,3.2190
-0.2699,0.1957,0.0934,15.1754,0.4071,69.4132,0.5591,7.4534
-0.2218,0.1085,0.1089,19.3182,0.4642,68.5432,0.6214,5.8982
-0.1984,0.1164,0.0828,22.3969,0.3843,70.7023,0.7531,5.4765
-0.2283,0.1298,0.0776,18.5483,0.4106,72.4397,0.6398,6.5843
-0.2429,0.0680,0.0801,10.6399,0.5196,61.5030,4.3621,3.1437
-0.2452,0.0670,0.0860,9.9607,0.5266,62.9735,4.5942,3.0693
-0.2483,0.0684,0.0836,9.8118,0.5249,62.6989,4.7060,3.1403
-0.2473,0.0711,0.0877,10.2532,0.5232,62.9418,4.4032,3.3191
-0.2561,0.0947,0.1087,14.3781,0.4911,59.5269,2.5656,4.6484
